ds,SKU,SKU_Desc,y,Rev,Cost,Base
2021-08-31,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,203.46,3726.3852,2632.7724,3533.8476
2021-08-31,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,3.2,37.76,28.96,39.072
2021-08-31,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,623.8,8644.2581,6381.474,8541.7802
2021-08-31,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,181.04,2784.3952,2165.2384,2741.8964
2021-08-31,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,26.18,395.63,264.9416,354.39279999999997
2021-08-31,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,415.32,6048.0953,4389.9324,5794.5868
2021-08-31,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,379.25,3957.4445,2723.015,3555.3042
2021-08-31,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,94.51,2242.1344,1716.3016,2225.899
2021-08-31,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,261.41,4831.7591999999995,3536.8773,4743.9974
2021-08-31,58122299,"58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)",226.92,4684.69,3030.25,4855.49
2021-08-31,58122301,"58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)",230.74,4886.0,2633.49,4962.73
2021-08-31,58122302,"58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)",296.76,5655.96,3137.38,5885.07
2021-09-30,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",92.92,1470.0,1021.1908000000001,1371.3743
2021-09-30,58122113,58122113 - Charcuterie Coppa Fresh TRSM,97.46000000000001,1582.6215,1138.3328000000001,1529.0814
2021-09-30,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",109.78,2761.5457,2047.397,2718.2345
2021-09-30,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,47.51,1333.0417,990.5835,1326.912
2021-09-30,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",113.64,1657.195,1098.8988,1598.9792
2021-09-30,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",184.26,2609.1987,1811.2758000000001,2556.7846
2021-09-30,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,165.06,3600.6848,2713.5864,3527.626
2021-09-30,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,240.28,4297.7006,3051.556,4047.8782
2021-09-30,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,142.31,2564.7766,1841.4914,2437.3138
2021-09-30,58122162,58122162 - Charcuterie Guanciale S-OFF Fresh TRSM,0.45,4.725,3.1815,4.248
2021-09-30,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,160.03,3817.6633,2866.1373,3783.0465
2021-09-30,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,38.02,479.624,344.081,464.2242
2021-09-30,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,320.26,4461.3501,3276.2598,4417.7732
2021-09-30,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,260.5,4111.4867,3115.58,4041.5751999999998
2021-09-30,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,62.27,941.4328,630.1723999999999,844.4540000000001
2021-09-30,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,192.99,2897.0002,2039.9043,2729.8607
2021-09-30,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,204.94,2151.0137,1471.4692,1944.4190999999998
2021-09-30,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,100.58,2391.8354,1826.5328,2344.3901
2021-09-30,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,38.47,706.333,520.4991,699.235
2021-09-30,58122299,"58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)",212.74,4139.24,2566.7999999999997,4152.3
2021-09-30,58122301,"58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)",291.42,6131.87,3238.89,6167.71
2021-09-30,58122302,"58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)",256.46,4579.4,2650.02,5012.65
2021-10-31,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",56.44,884.28,620.2755999999999,833.1431
2021-10-31,58122113,58122113 - Charcuterie Coppa Fresh TRSM,112.17,1798.4218,1310.1456,1708.6801
2021-10-31,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",109.0,2675.7759,2032.85,2636.7279
2021-10-31,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,85.36,2347.4465,1779.756,2331.9595
2021-10-31,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",148.67,2198.3449,1437.6389000000001,2090.5024
2021-10-31,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",196.99,2778.811,1936.4116999999999,2733.3935
2021-10-31,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,72.09,1614.3176,1185.1596,1591.0156
2021-10-31,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,48.3,831.6756,613.41,793.7329
2021-10-31,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,134.26,2396.2067,1737.3244,2285.432
2021-10-31,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,86.11,2048.9351,1542.2301,2035.3281
2021-10-31,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,202.59,2455.4035,1833.4395,2435.8091
2021-10-31,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,242.16,3355.1372,2477.2968,3335.1822
2021-10-31,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,112.38,1750.2104,1344.0647999999999,1725.1148
2021-10-31,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,46.26,699.69,468.1512,628.6455
2021-10-31,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,160.32,2421.3031,1694.5824,2268.5702
2021-10-31,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,184.98,1871.1464999999998,1328.1564,1724.0079
2021-10-31,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,78.53,1825.6389,1426.1048,1810.4766
2021-10-31,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,195.21,3500.3568,2641.1913,3451.0249
2021-10-31,58122299,"58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)",234.96,4675.11,2923.2999999999997,4708.22
2021-10-31,58122301,"58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)",184.92000000000002,3838.59,2058.36,3869.86
2021-10-31,58122302,"58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)",222.68,4419.9,2375.88,4468.7699999999995
2021-11-30,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",131.2,2076.36,1441.888,1941.011
2021-11-30,58122113,58122113 - Charcuterie Coppa Fresh TRSM,189.53,3114.5842000000002,2213.7104,2968.9231
2021-11-30,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",85.17,2140.3513,1588.4205,2098.3349
2021-11-30,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,51.84,1383.2293,1080.864,1388.2455
2021-11-30,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",14.68,224.78,141.9556,206.4188
2021-11-30,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",197.98,2803.1764,1946.1434,2745.8548
2021-11-30,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,128.74,2834.2613,2116.4856,2756.4744
2021-11-30,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,116.54,2105.8974,1480.058,1985.2665
2021-11-30,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,9.86,182.41,127.5884,172.1556
2021-11-30,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,128.12,3086.69,2294.6292,3076.7636
2021-11-30,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,236.49,2850.2552,2140.2345,2829.2441
2021-11-30,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,247.45,3359.0443,2531.4135,3393.8103
2021-11-30,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,293.04,4674.466,3504.7584,4597.862
2021-11-30,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,51.64,740.4861,522.5968,676.9192
2021-11-30,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,216.22,3167.8812,2285.4454,3023.2498
2021-11-30,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,190.05,1977.3177,1364.559,1792.4065
2021-11-30,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,114.50999999999999,2651.1453,2079.5016,2648.8744
2021-11-30,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,87.97,1624.4949,1190.2341,1596.6808
2021-11-30,58122299,"58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)",304.78,6089.95,3814.5499999999997,6145.8099999999995
2021-11-30,58122301,"58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)",215.72,4513.1,2391.33,4555.15
2021-11-30,58122302,"58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)",258.96,5196.41,2771.86,5245.75
2021-12-31,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",121.62,1869.1686,1336.6037999999999,1786.6333
2021-12-31,58122113,58122113 - Charcuterie Coppa Fresh TRSM,172.89,2809.2064,2019.3552,2672.6457
2021-12-31,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",123.11,3089.6688,2296.0015,3034.6801
2021-12-31,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,58.269999999999996,1579.074,1214.9295,1590.0129
2021-12-31,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",86.15,1265.2997,833.0705,1208.3477
2021-12-31,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",250.72,3486.1710000000003,2464.5776,3431.6777
2021-12-31,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,119.18,2573.3673,1959.3192,2519.7252
2021-12-31,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,178.23,3051.6832999999997,2263.521,2944.7067
2021-12-31,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,150.32,2604.7648,1945.1408,2503.1715
2021-12-31,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,153.41,3615.1938999999998,2747.5731,3620.1649
2021-12-31,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,224.19,2742.3146,2028.9195,2663.9943
2021-12-31,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,173.35,2423.5705000000003,1773.3705,2390.7217
2021-12-31,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,179.94,2855.4968,2152.0824,2807.5304
2021-12-31,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,65.05,912.8677,658.306,833.9022
2021-12-31,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,207.86,2974.4789,2197.0802,2833.0326
2021-12-31,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,259.14,2548.2497,1860.6252,2371.1511
2021-12-31,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,82.55,1899.3657,1499.108,1898.2487
2021-12-31,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,58.97,1033.0825,797.8641,1011.8383
2021-12-31,58122299,"58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)",265.69,5118.11,3315.45,5280.21
2021-12-31,58122301,"58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)",285.47,5893.11,3238.89,6171.7699999999995
2021-12-31,58122302,"58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)",325.65999999999997,6250.0,3441.98,6517.65
2022-01-31,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",68.28,1031.1609,750.3972,921.7526
2022-01-31,58122113,58122113 - Charcuterie Coppa Fresh TRSM,89.71,1476.3317,1047.8128,1374.9185
2022-01-31,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",34.2,813.1751,637.83,769.9176
2022-01-31,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,63.85,1700.8423,1331.2725,1665.8572
2022-01-31,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",96.79,1381.4595,935.9593,1333.8054
2022-01-31,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",256.6,3574.3677,2522.378,3473.8605
2022-01-31,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,120.62,2734.9139,1982.9928,2639.1827
2022-01-31,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,127.38,2276.3127,1617.7259999999999,2126.5182999999997
2022-01-31,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,120.84,2213.9385,1563.6696,2051.4856
2022-01-31,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,94.16,2239.9206,1686.4056,2164.628
2022-01-31,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,35.78,433.7197,323.809,390.9425
2022-01-31,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,211.93,2962.6624,2168.0439,2813.5473
2022-01-31,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,145.39,2250.4596,1738.8644,2157.4698
2022-01-31,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,44.71,693.5581,452.4652,583.2929
2022-01-31,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,9.98,148.49,105.48859999999999,141.31959999999998
2022-01-31,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,70.9,702.2434,509.062,596.3522
2022-01-31,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,100.80999999999999,2320.5016,1830.7096000000001,2298.9931
2022-01-31,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,129.26999999999998,2384.199,1749.0230999999999,2271.2812
2022-01-31,58122299,"58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)",233.32,4695.74,2923.2999999999997,4705.32
2022-01-31,58122301,"58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)",200.97,4293.97,2270.25,4295.349999999999
2022-01-31,58122302,"58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)",114.33999999999999,2275.31,1218.4,2277.23
2022-02-28,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",142.79,2197.8544,1364.0788,2007.7571
2022-02-28,58122113,58122113 - Charcuterie Coppa Fresh TRSM,64.0,1064.5957,747.52,982.7822
2022-02-28,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",56.33,1414.3906,1050.5545,1369.2909
2022-02-28,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,66.49,1789.1145,1386.3165,1774.7498
2022-02-28,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",129.62,1879.4564,1224.3187,1808.3905
2022-02-28,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",215.51,2897.15,2018.3939,2893.1811
2022-02-28,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,12.21,272.361,200.73239999999998,247.05790000000002
2022-02-28,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,122.41,2202.462,1554.607,2059.3377
2022-02-28,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,31.03,557.986,401.52819999999997,509.61969999999997
2022-02-28,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,163.02,3982.2224,2919.6882,3807.7274
2022-02-28,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,110.25,1374.464,997.7625,1306.0059999999999
2022-02-28,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,206.46,2934.3885,2112.0858,2568.5046
2022-02-28,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,161.71,2585.7536,1863.8464,2472.0562
2022-02-28,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,30.87,433.8782,312.4044,402.1539
2022-02-28,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,111.67999999999999,1659.0656999999999,1180.4576,1554.1154
2022-02-28,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,209.44,2122.6998,1503.7792,1949.6694
2022-02-28,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,98.69,2238.5954,1724.4736,2185.5191
2022-02-28,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,129.87,2353.049,1757.1411,2288.6499
2022-02-28,58122299,"58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)",190.12,3671.72,2317.25,3723.49
2022-02-28,58122301,"58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)",175.78,3631.14,1876.74,3575.73
2022-02-28,58122302,"58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)",162.66,3226.71,1705.76,3231.11
2022-03-31,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",124.6,1924.7292,1369.354,1819.025
2022-03-31,58122113,58122113 - Charcuterie Coppa Fresh TRSM,80.37,1293.8985,938.7216,1205.8163
2022-03-31,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",80.47,2054.4157,1500.7655,2010.4268
2022-03-31,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,94.37,2649.133,1967.6145,2607.2479
2022-03-31,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",96.98,1333.0192,937.7966,1297.3853
2022-03-31,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",323.35,4532.9793,3178.5305,4431.3738
2022-03-31,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,50.18,899.8853,637.286,851.314
2022-03-31,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,122.25,2248.68,1581.915,2123.9212
2022-03-31,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,100.99000000000001,2484.8011,1808.7309,2422.0423
2022-03-31,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,160.41,2012.1336000000001,1451.7105000000001,1943.9937
2022-03-31,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,383.22,5300.112999999999,3920.3406,4754.529
2022-03-31,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,322.65,5147.6562,3858.8940000000002,5064.1312
2022-03-31,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,67.69,1004.5165,685.0228,906.3596
2022-03-31,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,174.49,2681.859,1844.3593,2471.7479
2022-03-31,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,248.22,2518.0768,1782.2196,2322.0144999999998
2022-03-31,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,112.56,2636.5499,2044.0896,2637.2613
2022-03-31,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,185.38,3430.2147999999997,2508.1914,3366.5032
2022-03-31,58122299,"58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)",226.85999999999999,4300.75,2709.4,4336.96
2022-03-31,58122301,"58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)",265.74,5053.68,2694.0299999999997,5078.99
2022-03-31,58122302,"58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)",209.84,4005.21,2132.2,3983.02
2022-04-30,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",132.84,2078.2715,1459.9116,1949.1626
2022-04-30,58122113,58122113 - Charcuterie Coppa Fresh TRSM,22.42,389.26,261.8656,350.339
2022-04-30,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",97.03,2405.2342,1809.6095,2360.491
2022-04-30,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,118.72,3331.7855,2475.312,3293.9365
2022-04-30,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",126.44,1819.1392,1222.6748,1755.0531
2022-04-30,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",253.56,3510.5942,2492.4948,3428.1965
2022-04-30,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,85.72999999999999,1844.2949,1409.4012,1822.1542
2022-04-30,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,214.05,3860.0654,2718.435,3641.9938
2022-04-30,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,218.77,3940.8664,2830.8838,3764.8781
2022-04-30,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,168.08,4191.975,3010.3128,3971.474
2022-04-30,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,132.23,1636.9554,1196.6815,1590.9803
2022-04-30,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,300.1,4165.796,3070.023,3717.1704
2022-04-30,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,278.39,4378.1492,3329.5443999999998,4296.3008
2022-04-30,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,75.15,1080.9302,760.518,997.9870999999999
2022-04-30,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,168.02,2444.1914,1775.9714,2335.8940000000002
2022-04-30,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,189.37,1903.8289,1359.6766,1768.1544
2022-04-30,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,163.28,3805.0734,2965.1648,3792.2144
2022-04-30,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,162.2,2957.598,2194.566,2920.5971
2022-04-30,58122299,"58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)",200.82,4131.93,2602.45,4145.89
2022-04-30,58122301,"58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)",220.98,4297.72,2270.25,4298.25
2022-04-30,58122302,"58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)",218.2,4286.28,2284.5,4299.0199999999995
2022-05-31,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",57.85,921.6275,635.7715,853.565
2022-05-31,58122113,58122113 - Charcuterie Coppa Fresh TRSM,90.02,1543.6337,1051.4336,1411.3126
2022-05-31,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",92.78,2327.7931,1730.347,2286.0527
2022-05-31,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,152.0,4318.6638,3169.2,4252.8984
2022-05-31,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",37.16,553.605,359.3372,522.5262
2022-05-31,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",333.0,4733.9096,3273.39,4615.8405
2022-05-31,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,126.11,2857.432,2073.2484,2788.321
2022-05-31,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,210.52,3732.471,2673.604,3555.0118
2022-05-31,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,106.97,1915.8996,1384.1918,1823.467
2022-05-31,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,176.37,4275.1097,3158.7867,4232.7505
2022-05-31,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,108.57,1357.125,982.5585,1321.6905
2022-05-31,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,372.56,5209.7105,3811.2888,4626.0621
2022-05-31,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,241.79,3933.5482,2891.8084,3842.2732
2022-05-31,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,53.17,795.0857,538.0804,721.8522999999999
2022-05-31,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,167.23000000000002,2466.7077,1767.6211,2334.2533
2022-05-31,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,312.23,3260.1196,2241.8114,2941.6626
2022-05-31,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,111.23,2620.0489,2019.9368,2620.013
2022-05-31,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,125.47,2288.009,1697.6091,2252.8765
2022-05-31,58122299,"58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)",218.02,4043.0499999999997,2495.5,4036.62
2022-05-31,58122301,"58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)",248.3,4836.95,2572.95,4875.49
2022-05-31,58122302,"58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)",219.96,4294.06,2284.5,4293.8
2022-06-30,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",190.34,3014.1591000000003,2091.8366,2802.4456
2022-06-30,58122113,58122113 - Charcuterie Coppa Fresh TRSM,174.66,2931.9551,2040.0288,2739.9622
2022-06-30,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",132.87,3298.7942,2478.0254999999997,3263.9507
2022-06-30,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,115.08,3234.6715,2399.418,3193.4783
2022-06-30,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",129.57,1918.038,1252.9419,1821.7136
2022-06-30,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",296.83,4145.1362,2917.8389,4090.4156
2022-06-30,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,258.01,5742.645,4241.6844,5639.439
2022-06-30,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,156.89,2738.7678,1992.503,2668.2481
2022-06-30,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,245.11,4391.1939,3171.7234,4249.1675
