Rep,CustomerName,SageId,RegionName,ShippingMethodRequested,DateExpected,OrderId,OrderLineId,SKU,Supplier,Protein,PackDetails,QuantityOrdered,OrderUOM,ShippedItems,ShippedLb,Price,BillingUOM,Rev,Cost,Base,ProfitMargin,Description,SKU_Desc
Gian Linuzzi,Lot 1 Pasta Bar,LOT101,Victoria,TRSM Delivery – Island,2023-05-04,365864.0,1405855.0,58122148,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,4.25,19.5,Pound,82.875,60.52,81.515,0.2697435897435897,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Fraser Mittlestead,Greens Market- Deli,GREE04,Vancouver W,TRSM Delivery - Ground,2023-05-04,365885.0,1405929.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.49,16.0,Pound,23.84,17.8651,23.8251,0.25062499999999993,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Fraser Mittlestead,Greens Market- Deli,GREE04,Vancouver W,TRSM Delivery - Ground,2023-05-04,365885.0,1405931.0,58122256,TRSM,Charcuterie,"~2lbs, 14 pc/pck",1.0,Pack,1.0,2.09,11.5,Pound,24.035,17.2425,22.99,0.28260869565217395,Charcuterie Hot Smoked Pep Fresh TRSM,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM
Fraser Mittlestead,Fairmont W Georgia,FAIR05,Vancouver W,TRSM Delivery - Ground,2023-05-04,365888.0,1405940.0,58122166,TRSM,Charcuterie,~2lbs/pc,2.0,Pack,2.0,3.53,24.5,Pound,86.485,64.2107,85.6025,0.25755102040816324,Charcuterie Bison and Herb Salami Fresh TRSM,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM
Fraser Mittlestead,Fairmont W Georgia,FAIR05,Vancouver W,TRSM Delivery - Ground,2023-05-04,365888.0,1405941.0,58122147,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,3.78,24.5,Pound,92.61,68.7582,91.665,0.25755102040816324,Charcuterie Elk Goteborg Salami Fresh TRSM,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM
Fraser Mittlestead,Fairmont W Georgia,FAIR05,Vancouver W,TRSM Delivery - Ground,2023-05-04,365888.0,1405942.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,2.0,Each,2.0,5.44,16.0,Pound,87.04,65.2256,86.9856,0.25062500000000004,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Fraser Mittlestead,Fairmont W Georgia,FAIR05,Vancouver W,TRSM Delivery - Ground,2023-05-04,365888.0,1405943.0,58122154,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,3.81,19.0,Pound,72.39,54.2544,72.3519,0.2505263157894737,Charcuterie Soria Chorizo Salami Fresh TRSM,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM
Fraser Mittlestead,Fairmont W Georgia,FAIR05,Vancouver W,TRSM Delivery - Ground,2023-05-04,365888.0,1405945.0,58122148,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,3.79,19.0,Pound,72.01,53.9696,71.9721,0.25052631578947376,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Gian Linuzzi,Herald Street Brew Works,HERA01,Victoria,TRSM Delivery – Island,2023-05-04,365889.0,1405947.0,58122256,TRSM,Charcuterie,"~2lbs, 14 pc/pck",12.0,Pack,12.0,24.13,12.0,Pound,289.56,199.0725,265.43,0.31250000000000006,Charcuterie Hot Smoked Pep Fresh TRSM,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM
Gian Linuzzi,Herald Street Brew Works,HERA01,Victoria,TRSM Delivery – Island,2023-05-04,365889.0,1405948.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",12.0,Pack,12.0,16.32,16.5,Pound,269.28,195.6768,260.9568,0.2733333333333333,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Fraser Mittlestead,Wildlight Kitchen & Bar,wild14,Vancouver W,TRSM Delivery - Ground,2023-05-05,365583.0,1405997.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,2.0,Each,2.0,5.4,16.0,Pound,86.4,64.746,86.346,0.2506250000000001,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
House House,Fraser Valley Poultry,FRAS07,Greater Vancouver,Customer Pickup - VAN,2023-05-05,365721.0,1405170.0,58122301,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.0,57.55,Each,57.55,43.16,57.55,0.2500434404865335,"Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)","58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)"
House House,Fraser Valley Poultry,FRAS07,Greater Vancouver,Customer Pickup - VAN,2023-05-05,365721.0,1405171.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.2,57.55,Each,57.55,43.16,57.55,0.2500434404865335,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
House House,Cleveland Meats,CLEV02,S2S Squamish,TRSM Delivery - Ground,2023-05-05,365768.0,1406309.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,6.0,Pack,6.0,5.21,22.7,Pound,118.267,94.7699,126.3425,0.19867841409691622,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
House House,Cleveland Meats,CLEV02,S2S Squamish,TRSM Delivery - Ground,2023-05-05,365768.0,1406310.0,58122256,TRSM,Charcuterie,"~2lbs, 14 pc/pck",2.0,Pack,2.0,4.16,9.59,Pound,39.8944,34.32,45.76,0.13972888425443164,Charcuterie Hot Smoked Pep Fresh TRSM,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM
House House,Cleveland Meats,CLEV02,S2S Squamish,TRSM Delivery - Ground,2023-05-05,365768.0,1406311.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",4.0,Pack,4.0,5.99,14.62,Pound,87.5738,71.8201,95.7801,0.17989056087551308,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Robb Dawson,TR Park Royal,BLAC19,Vancouver NS,TRSM Delivery - Ground,2023-05-05,365823.0,1405629.0,58122137,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,3.04,13.62,Pound,41.4048,36.4496,41.4048,0.1196769456681352,"Charcuterie Pepperbites, Cold Smoked Fresh TRSM","58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM"
Robb Dawson,TR Park Royal,BLAC19,Vancouver NS,TRSM Delivery - Ground,2023-05-05,365823.0,1405630.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.97,13.62,Pound,40.4514,35.6103,40.4514,0.11967694566813503,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Robb Dawson,TR Park Royal,BLAC19,Vancouver NS,TRSM Delivery - Ground,2023-05-05,365823.0,1405631.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,2.0,Pack,2.0,1.75,20.67,Pound,36.1725,31.8325,36.1725,0.11998064828253507,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
House House,SPUD TRAPP,SPUD01,Burnaby,TRSM Delivery - Ground,2023-05-05,365856.0,1405826.0,58122301,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.0,58.35,Each,58.35,43.16,57.55,0.2603256212510712,"Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)","58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)"
Fraser Mittlestead,Uli's Restaurant,ULIS01,White Rock,TRSM Delivery - Ground,2023-05-05,365896.0,1405960.0,58122295,TRSM,Charcuterie,~2lb/pc,6.0,Pack,6.0,12.64,19.0,Pound,240.16,179.9936,240.0336,0.2505263157894737,Charcuterie Triple Fennel & Ale Salami Fresh TRSM,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM
House House,Nesters Surrey Gateway,NEST13,Surrey,TRSM Delivery - Ground,2023-05-05,365929.0,1406122.0,58122301,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.04,57.55,Each,57.55,43.16,57.55,0.2500434404865335,"Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)","58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)"
House House,Nesters Surrey Gateway,NEST13,Surrey,TRSM Delivery - Ground,2023-05-05,365929.0,1406123.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.22,57.55,Each,57.55,43.16,57.55,0.2500434404865335,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
House House,Nesters Surrey Gateway,NEST13,Surrey,TRSM Delivery - Ground,2023-05-05,365929.0,1406124.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.12,57.55,Each,57.55,43.16,57.55,0.2500434404865335,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Retail Meat Shop,Two Rivers Retail,TWOR03,TRSM House,Customer Pickup - VAN,2023-05-05,365937.0,1406157.0,58122195,TRSM,Charcuterie,~2pc 2-2.5 Lbs Pck,1.0,Pack,1.0,2.72,11.67,Pound,31.7424,27.9344,31.7424,0.11996572407883462,Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM
Retail Meat Shop,Two Rivers Retail,TWOR03,TRSM House,Customer Pickup - VAN,2023-05-05,365937.0,1406161.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,4.0,Pack,4.0,3.22,20.67,Pound,66.5574,58.5718,66.5574,0.11998064828253505,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
Retail Meat Shop,Two Rivers Retail,TWOR03,TRSM House,Customer Pickup - VAN,2023-05-05,365937.0,1406162.0,58122135,TRSM,Charcuterie,~1lb,1.0,Each,1.0,0.78,24.2,Pound,18.876,16.614,18.876,0.11983471074380167,Charcuterie Beef Bresaola Fresh TRSM,58122135 - Charcuterie Beef Bresaola Fresh TRSM
Retail Meat Shop,Two Rivers Retail,TWOR03,TRSM House,Customer Pickup - VAN,2023-05-05,365937.0,1406164.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,1.0,Each,1.0,2.74,13.62,Pound,37.3188,32.8526,37.3188,0.1196769456681351,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Retail Meat Shop,Two Rivers Retail,TWOR03,TRSM House,Customer Pickup - VAN,2023-05-05,365937.0,1406165.0,58122295,TRSM,Charcuterie,~2lb/pc,1.0,Pack,1.0,2.12,16.18,Pound,34.3016,30.1888,34.3016,0.11990111248454882,Charcuterie Triple Fennel & Ale Salami Fresh TRSM,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM
Ian McHale,Bufala Edgemont,BUFA01,Vancouver NS,TRSM Delivery - Ground,2023-05-05,365944.0,1406201.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.9,16.0,Pound,46.4,34.771,46.371,0.250625,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Fraser Mittlestead,Parq Honey Salt,PARQ02,Vancouver W,TRSM Delivery - Ground,2023-05-05,365965.0,1406314.0,58122256,TRSM,Charcuterie,"~2lbs, 14 pc/pck",5.0,Pound,1.0,6.27,11.0,Pound,68.97,51.7275,68.97,0.25,Charcuterie Hot Smoked Pep Fresh TRSM,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM
House House,SPUD TRAPP,SPUD01,Burnaby,TRSM Delivery - Ground,2023-05-08,365739.0,1406085.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",2.0,Case,2.0,7.28,58.35,Each,116.7,86.32,115.1,0.2603256212510712,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Gian Linuzzi,Eagle Pointe,EAGL02,INT Prince Rupert,Clark - Ground,2023-05-08,365916.0,1406068.0,58122147,TRSM,Charcuterie,~2 Lbs,1.0,Each,1.0,1.9,24.5,Pound,46.55,34.561,46.531,0.25755102040816324,Charcuterie Elk Goteborg Salami Fresh TRSM,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM
Gian Linuzzi,Eagle Pointe,EAGL02,INT Prince Rupert,Clark - Ground,2023-05-08,365916.0,1406069.0,58122295,TRSM,Charcuterie,~2lb/pc,1.0,Pack,1.0,2.11,19.5,Pound,41.145,30.0464,40.4698,0.26974358974358986,Charcuterie Triple Fennel & Ale Salami Fresh TRSM,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM
Gian Linuzzi,Eagle Pointe,EAGL02,INT Prince Rupert,Clark - Ground,2023-05-08,365916.0,1406070.0,58122113,TRSM,Charcuterie,~1.5 - 2.5 Lbs,1.0,Each,1.0,2.35,20.5,Pound,48.175,35.6965,48.0575,0.2590243902439024,Charcuterie Coppa Fresh TRSM,58122113 - Charcuterie Coppa Fresh TRSM
Gian Linuzzi,Eagle Pointe,EAGL02,INT Prince Rupert,Clark - Ground,2023-05-08,365916.0,1406071.0,58122135,TRSM,Charcuterie,~1lb,1.0,Each,1.0,0.82,28.95,Pound,23.739,17.466,23.5176,0.26424870466321243,Charcuterie Beef Bresaola Fresh TRSM,58122135 - Charcuterie Beef Bresaola Fresh TRSM
Gian Linuzzi,Eagle Pointe,EAGL02,INT Prince Rupert,Clark - Ground,2023-05-08,365916.0,1406072.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,1.0,Each,1.0,2.7,16.5,Pound,44.55,32.373,43.605,0.2733333333333333,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Gian Linuzzi,Eagle Pointe,EAGL02,INT Prince Rupert,Clark - Ground,2023-05-08,365916.0,1406074.0,58122166,TRSM,Charcuterie,~2lbs/pc,1.0,Pack,1.0,1.9,24.5,Pound,46.55,34.561,46.531,0.25755102040816324,Charcuterie Bison and Herb Salami Fresh TRSM,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM
Gian Linuzzi,Eagle Pointe,EAGL02,INT Prince Rupert,Clark - Ground,2023-05-08,365916.0,1406195.0,58122154,TRSM,Charcuterie,~2 Lbs,1.0,Each,1.0,1.9,19.5,Pound,37.05,27.056,36.442,0.26974358974358964,Charcuterie Soria Chorizo Salami Fresh TRSM,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM
Gian Linuzzi,Eagle Pointe,EAGL02,INT Prince Rupert,Clark - Ground,2023-05-08,365916.0,1406197.0,58122148,TRSM,Charcuterie,~2 Lbs,1.0,Each,1.0,2.15,19.5,Pound,41.925,30.616,41.237,0.2697435897435897,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Gian Linuzzi,Inn at Laurel Point,INNA01,Victoria,TRSM Delivery – Island,2023-05-08,366044.0,1406707.0,58122148,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,4.01,19.2,Pound,76.992,57.1024,76.9118,0.25833333333333336,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Gian Linuzzi,Inn at Laurel Point,INNA01,Victoria,TRSM Delivery – Island,2023-05-08,366044.0,1406708.0,58122147,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,4.02,24.5,Pound,98.49,73.1238,98.4498,0.2575510204081632,Charcuterie Elk Goteborg Salami Fresh TRSM,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM
Gian Linuzzi,Inn at Laurel Point,INNA01,Victoria,TRSM Delivery – Island,2023-05-08,366044.0,1406709.0,58122135,TRSM,Charcuterie,~1lb,2.0,Each,2.0,1.54,28.7,Pound,44.198,32.802,44.1672,0.2578397212543554,Charcuterie Beef Bresaola Fresh TRSM,58122135 - Charcuterie Beef Bresaola Fresh TRSM
Gian Linuzzi,Inn at Laurel Point,INNA01,Victoria,TRSM Delivery – Island,2023-05-08,366044.0,1406710.0,58122239,TRSM,Charcuterie,~2-3 Lbs,2.0,Each,2.0,3.47,19.55,Pound,67.8385,50.3497,67.8038,0.2578005115089514,Charcuterie Lonzino Fresh TRSM,58122239 - Charcuterie Lonzino Fresh TRSM
Gian Linuzzi,Inn at Laurel Point,INNA01,Victoria,TRSM Delivery – Island,2023-05-08,366044.0,1406711.0,58122166,TRSM,Charcuterie,~2lbs/pc,2.0,Pack,2.0,3.7,24.5,Pound,90.65,67.303,90.613,0.25755102040816336,Charcuterie Bison and Herb Salami Fresh TRSM,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM
Ian McHale,Pan Pacific Vancouver,PANP01,Vancouver W,TRSM Delivery - Ground,2023-05-08,366061.0,1406665.0,58122148,TRSM,Charcuterie,~2 Lbs,4.0,Pound,2.0,4.2,18.99,Pound,79.758,59.808,79.758,0.2501316482359136,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Ian McHale,Pan Pacific Vancouver,PANP01,Vancouver W,TRSM Delivery - Ground,2023-05-08,366061.0,1406666.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,2.0,Each,2.0,5.45,15.99,Pound,87.1455,65.3455,87.1455,0.2501563477173233,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Gian Linuzzi,Lot 1 Pasta Bar,LOT101,Victoria,TRSM Delivery – Island,2023-05-08,366068.0,1406689.0,58122177,TRSM,Charcuterie,~2.5-3.5 Lbs,2.0,Each,2.0,5.25,18.5,Pound,97.125,71.61,96.4425,0.2627027027027027,Charcuterie Pancetta Flat Fresh TRSM,58122177 - Charcuterie Pancetta Flat Fresh TRSM
Gian Linuzzi,Carnivore Meats,CARN02,Victoria,TRSM Delivery – Island,2023-05-08,366073.0,1406713.0,58122256,TRSM,Charcuterie,"~2lbs, 14 pc/pck",6.0,Pack,6.0,12.41,11.5,Pound,142.715,102.3825,137.8751,0.282608695652174,Charcuterie Hot Smoked Pep Fresh TRSM,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM
Gian Linuzzi,Carnivore Meats,CARN02,Victoria,TRSM Delivery – Island,2023-05-08,366073.0,1406715.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,3.0,Pack,3.0,2.56,25.5,Pound,65.28,46.5664,62.6944,0.2866666666666667,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
Gian Linuzzi,Carnivore Meats,CARN02,Victoria,TRSM Delivery – Island,2023-05-08,366073.0,1406718.0,58122108,TRSM,Charcuterie,~2.7 Lbs Pck/8 pc,2.0,Pack,2.0,10.21,16.5,Pound,168.465,122.4179,164.8915,0.2733333333333333,"Charcuterie Chorizo, Cold Smoked Fresh TRSM","58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM"
House House,Natures Fare Kelowna,NATU03,Int Kelowna,Clark - Ground,2023-05-09,365938.0,1406193.0,58122301,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.0,59.75,Each,59.75,43.16,57.55,0.2776569037656904,"Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)","58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)"
Gian Linuzzi,Eagle Creek Lodge,EAGL01,North Island,TRSM Delivery – Island,2023-05-09,365955.0,1406265.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,6.0,Pack,6.0,4.85,25.0,Pound,121.25,88.2215,118.7765,0.2724,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
Gian Linuzzi,Eagle Creek Lodge,EAGL01,North Island,TRSM Delivery – Island,2023-05-09,365955.0,1406267.0,58122166,TRSM,Charcuterie,~2lbs/pc,2.0,Pack,2.0,3.75,24.5,Pound,91.875,68.2125,91.8375,0.2575510204081632,Charcuterie Bison and Herb Salami Fresh TRSM,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM
Gian Linuzzi,Eagle Creek Lodge,EAGL01,North Island,TRSM Delivery – Island,2023-05-09,365955.0,1406268.0,58122295,TRSM,Charcuterie,~2lb/pc,2.0,Pack,2.0,4.25,19.5,Pound,82.875,60.52,81.515,0.2697435897435897,Charcuterie Triple Fennel & Ale Salami Fresh TRSM,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM
Gian Linuzzi,Eagle Creek Lodge,EAGL01,North Island,TRSM Delivery – Island,2023-05-09,365955.0,1406270.0,58122113,TRSM,Charcuterie,~1.5 - 2.5 Lbs,2.0,Each,2.0,3.65,20.5,Pound,74.825,55.4435,74.6425,0.25902439024390245,Charcuterie Coppa Fresh TRSM,58122113 - Charcuterie Coppa Fresh TRSM
Gian Linuzzi,Eagle Creek Lodge,EAGL01,North Island,TRSM Delivery – Island,2023-05-09,365955.0,1406272.0,58122108,TRSM,Charcuterie,~2.7 Lbs Pck/8 pc,2.0,Pack,2.0,5.67,16.5,Pound,93.555,67.9833,91.5705,0.2733333333333334,"Charcuterie Chorizo, Cold Smoked Fresh TRSM","58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM"
Jesse Croy,Platinum Bench Winery,PLAT01,Int Penticton,Cool Freight,2023-05-09,366011.0,1406496.0,58122301,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",2.0,Case,2.0,5.98,58.0,Each,116.0,86.32,115.1,0.2558620689655173,"Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)","58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)"
Jesse Croy,Platinum Bench Winery,PLAT01,Int Penticton,Cool Freight,2023-05-09,366011.0,1406497.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",2.0,Case,2.0,6.32,58.0,Each,116.0,86.32,115.1,0.2558620689655173,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Jesse Croy,Platinum Bench Winery,PLAT01,Int Penticton,Cool Freight,2023-05-09,366011.0,1406498.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",2.0,Case,2.0,6.0,58.0,Each,116.0,86.32,115.1,0.2558620689655173,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
House House,Cleveland Meats,CLEV02,S2S Squamish,TRSM Delivery - Ground,2023-05-09,366013.0,1407514.0,58122301,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.02,51.8,Each,51.8,43.16,57.55,0.16679536679536683,"Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)","58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)"
House House,Cleveland Meats,CLEV02,S2S Squamish,TRSM Delivery - Ground,2023-05-09,366013.0,1407517.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,5.0,Pack,5.0,3.94,22.7,Pound,89.438,71.6686,95.545,0.19867841409691633,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
Gian Linuzzi,Session Bistro & Fitness,SESS01,Campbell River,TRSM Delivery – Island,2023-05-09,366078.0,1406730.0,58122195,TRSM,Charcuterie,~2pc 2-2.5 Lbs Pck,3.0,Pack,3.0,7.99,14.0,Pound,111.86,82.0573,110.5017,0.26642857142857146,Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM
Ian McHale,Strathcona Beer Company,STRA04,Vancouver E,TRSM Delivery - Ground,2023-05-09,366096.0,1406790.0,58122195,TRSM,Charcuterie,~2pc 2-2.5 Lbs Pck,2.0,Pack,2.0,5.4,13.69,Pound,73.926,55.458,73.926,0.24981738495252012,Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM
House House,Kitchen Quickies Retail,KITC01,S2S Squamish,TRSM Delivery - Ground,2023-05-09,366108.0,1406837.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.14,57.55,Each,57.55,43.16,57.55,0.2500434404865335,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
House House,End of the Line General Store,ENDO01,Vancouver NS,TRSM Delivery - Ground,2023-05-09,366109.0,1406839.0,58122256,TRSM,Charcuterie,"~2lbs, 14 pc/pck",15.0,Pack,15.0,30.59,9.59,Pound,293.3581,252.3675,336.49,0.1397288842544316,Charcuterie Hot Smoked Pep Fresh TRSM,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM
Ian McHale,The Bread Bunker,BREA05,S2S Whistler,TRSM Delivery - Ground,2023-05-09,366128.0,1406886.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",3.0,Pack,3.0,4.12,16.5,Pound,67.98,49.3988,65.8788,0.2733333333333334,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Ian McHale,The Bread Bunker,BREA05,S2S Whistler,TRSM Delivery - Ground,2023-05-09,366128.0,1406887.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",3.0,Pack,3.0,4.35,16.0,Pound,69.6,52.1565,69.5565,0.25062499999999993,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
